flight,date,start_time,end_time,wing_name,site_name,launch_name,launch_altitude,launch_orientation,landing_location,landing_altitude,vertical_drop,wind_speed,wind_direction,duration_hours,duration_minutes,total_airtime,max_altitude,altitude_gain,xc_miles,"comments",,,
351,6/20/17,8:59 AM,9:10 AM,Gin Atlas XS,Jackson Hole,Gondola,8424,E,Teton Village,6000,2424,,,,11,142.95,0,8424,2.01,Forward launch. Very smooth air. Smooth landing in no wind.,,,
352,6/20/17,10:06 AM,10:16 AM,Gin Atlas XS,Jackson Hole,Gondola,8420,E,Teton Village,6000,2420,,,,10,143.12,0,8420,,,,,
353,6/23/17,9:52 AM,10:02 AM,Gin Atlas XS,Jackson Hole,Gondola,8420,E,Teton Village,6000,2420,,,,10,143.28,0,,2,"Good reverse launch in light wind. Smooth air. Came in high at landing and overshot a bit, landed in the high grass.",,,
354,6/23/17,6:00 PM,6:01 PM,Gin Atlas XS,Curtis Canyon,Upper main,6740,W,Main,6690,50,,,,1,143.30,0,,,"Quick flight from upper launch to main, top landing. ",,,
355,6/23/17,6:06 PM,7:01 PM,Gin Atlas XS,Curtis Canyon,Main,6690,W,Upper Launch,6950,-260,,,,55,144.22,,8142,,,,,
356,6/23/17,7:21 PM,7:31 PM,Gin Atlas XS,Curtis Canyon,Upper Launch,6950,W,Upper Launch,6950,0,,,,10,144.38,128,7074,,,,,
357,6/23/17,7:36 PM,7:43 PM,Gin Atlas XS,Curtis Canyon,Upper Launch,6950,W,Main,6690,260,,,,7,144.50,,,,,,,
358,6/23/17,7:56 PM,7:57 PM,Gin Atlas XS,Curtis Canyon,Upper main,6740,W,Main,6690,50,,,,1,144.52,,,,,,,
359,6/24/17,11:55 AM,12:13 PM,Gin Atlas XS,Jackson Hole,Tram East,9740,E,Teton Village,6000,3740,,,,18,144.82,3,9743,2.98,"Very light at top of tram so I was able to forward launch the front side. Caught a good thermal in the first few minutes and climbed back to launch level. Fairly rowdy thermal and I was worried about being in the rotor, so I headed out over the valley. Nice and smooth coming down. Good approach and nice spot landing in light wind. ",,,
360,6/24/17,7:45 PM,7:52 PM,Gin Atlas XS,Curtis Canyon,Main,6690,,Upper low,,6690,,,,7,144.93,143,6800,0.15,,,,
361,6/24/17,8:00 PM,8:20 PM,Gin Atlas XS,Curtis Canyon,Upper main,6740,,Main,6690,50,,,,20,145.27,371,6889,0.45,,,,
362,6/25/17,7:10 PM,7:20 PM,Gin Atlas XS,Jackson Hole,Beaver Mountain,6532,W,LZ,5907,625,,,,10,145.43,0,6532,0.75,Felt good at launch but we all sunk out. Good spot landing in very light wind. ,,,
363,7/26/17,3:44 PM,4:17 PM,Gin Atlas XS,Issaquah,Beaver Mtn,1677,N,LZ,126,1551,,,,33,145.98,429,2107,0.62,,,,
364,8/9/17,4:12 PM,4:49 PM,Gin Atlas XS,Mussel Rock,Gravel Pit,,,Lemmings,,0,,,,37,146.60,,,,Easy launch from the gravel pit. Practiced touch and goes at lemmings and tomcat.,,,
365,8/9/17,4:49 PM,4:54 PM,Gin Atlas XS,Mussel Rock,Lemmings,,,Tomcat,,0,,,,5,146.68,,,,,,,
366,8/9/17,4:54 PM,4:58 PM,Gin Atlas XS,Mussel Rock,Tomcat,,,Lemmings,,0,,,,4,146.75,,,,,,,
367,8/9/17,5:11 PM,5:19 PM,Gin Atlas XS,Mussel Rock,Lemmings,,,Tomcat,,0,,,,8,146.88,,,,,,,
368,8/9/17,5:28 PM,5:53 PM,Gin Atlas XS,Mussel Rock,Tomcat,,,Lemmings,,0,,,,25,147.30,,,,,,,
369,8/9/17,5:53 PM,6:14 PM,Gin Atlas XS,Mussel Rock,Lemmings,,,Lemmings,,0,,,,21,147.65,,,,,,,
370,8/9/17,6:26 PM,6:31 PM,Gin Atlas XS,Mussel Rock,Lemmings,,,Lemmings,,0,,,,5,147.73,,,,,,,
371,8/9/17,6:31 PM,6:34 PM,Gin Atlas XS,Mussel Rock,Lemmings,,,Saddle,,0,,,,3,147.78,,,,Landed in the saddle and kited up the road then took off from the top. Nice and lifty. ,,,
372,8/9/17,6:34 PM,6:39 PM,Gin Atlas XS,Mussel Rock,Road,,,Lemmings,,0,,,,5,147.87,,,,,,,
373,8/9/17,6:39 PM,6:44 PM,Gin Atlas XS,Mussel Rock,Lemmings,,,Tomcat,,0,,,,5,147.95,,,,,,,
374,8/9/17,6:53 PM,6:54 PM,Gin Atlas XS,Mussel Rock,Tomcat,,,Lemmings,,0,,,,1,147.97,,,,Flew straight to lemmings for a touch and go. ,,,
375,8/9/17,6:54 PM,7:05 PM,Gin Atlas XS,Mussel Rock,Lemmings,,,Gravel Pit,,0,,,,11,148.15,,,,"Took a small collapse from out of nowhere, maybe from rotor near mussel rock. Recovered fine and didn't lose directional control. ",,,
376,8/10/17,12:12 PM,12:44 PM,Gin Atlas XS,Mussel Rock,Cheetah,,,Saddle,,0,,,,32,148.68,,,,,,,
377,8/10/17,1:05 PM,1:21 PM,Gin Atlas XS,Mussel Rock,Walker,,,Chit Chat,,0,,,,16,148.95,,,,,,,
378,8/10/17,6:41 PM,7:10 PM,Gin Atlas XS,Mussel Rock,Road below gravel,,,Road below gravel,,0,,,,29,149.43,,,,,,,
379,8/10/17,7:16 PM,7:18 PM,Gin Atlas XS,Mussel Rock,Tomcat,,,Road below gravel,,0,,,,2,149.47,,,,,,,
380,8/11/17,2:10 PM,2:29 PM,Gin Atlas XS,Mussel Rock,Cheetah,,,Cheetah,,0,,,,19,149.78,,,,,,,
381,8/11/17,2:29 PM,2:34 PM,Gin Atlas XS,Mussel Rock,Cheetah,,,Cheetah,,0,,,,5,149.87,,,,Touch and go at Cheetah. Then another top landing.,,,
382,8/13/17,1:03 PM,1:19 PM,Gin Atlas XS,Mussel Rock,Lemmings,,,Saddle,,0,,,,16,150.13,,,,"A bit light and south at lemmings, but sufficient to take off. Really lifty up high, big ears to stay out. Turned really south and landed in the saddle with about 4 others. ",,,
383,8/13/17,3:28 PM,3:40 PM,Gin Atlas XS,Mussel Rock,Lemmings,,,Saddle,,0,,,,12,150.33,,,,"Good launch. Fog dropped pretty quick, soaked my wing. ",,,
384,11/5/17,2:19 PM,3:23 PM,Gin Atlas XS,Mussel Rock,Green Monster,,,Saddle,,0,,,1,4,151.40,655,179,2.15,"Hiked to the top, met some speed wing pilots at the top, gave the barefoot one my extra thermal shirt. Nice and smooth, consistent lift by the big cliffs. Watched a crow doing barrel rolls and dives, just having fun. ",,,
385,11/5/17,4:09 PM,4:54 PM,Gin Atlas XS,Mussel Rock,Coyote,,,South of Pier,,0,,,,45,152.15,1302,1126,3.2,,,,
386,11/6/17,3:38 PM,3:40 PM,Gin Atlas XS,Mussel Rock,Above Tomcat,,,Road,,0,,,,2,152.18,,,,"Fun kiting in light NW wind. Kited from the gravel pit to the fence above Tomcat, took off, made a couple turns, and landed in the road by the intersection. More kiting on the road.",,,
387,11/6/17,3:49 PM,3:51 PM,Gin Atlas XS,Mussel Rock,Tomcat,,,Road,,0,,,,2,152.22,,,,"Takeoff in light WNW wind, landed on the road and kited over to the saddle. ",,,
388,11/6/17,4:03 PM,4:08 PM,Gin Atlas XS,Mussel Rock,Walker,,,Saddle,,0,,,,5,152.30,,,,"Light NW wind takeoff from Walker. Tested the lift in the bowl around the corner, didn't find enough to sustain. Good landing in the saddle.",,,
389,11/6/17,4:20 PM,4:23 PM,Gin Atlas XS,Mussel Rock,Walker,,,Road,,0,,,,3,152.35,,,,Quick flight from Walker. Low last turn to face into the wind. Went smoothly but was pushing it. Landed by the bush below the intersection. ,,,
390,11/27/17,1:20 PM,1:25 PM,Gin Atlas XS,Mussel Rock,Fence,,,Saddle,,0,,,,5,152.43,,,,,,,
391,11/27/17,1:25 PM,2:30 PM,Gin Atlas XS,Mussel Rock,Lemmings,,,Gravel Pit,,0,,,1,5,153.52,1041,,,,,,
392,11/27/17,2:32 PM,2:34 PM,Gin Atlas XS,Mussel Rock,Fence,,,Gravel Pit,,0,,,,2,153.55,,,,,,,
393,11/27/17,2:36 PM,2:38 PM,Gin Atlas XS,Mussel Rock,Fence,,,Tomcat,,0,,,,2,153.58,,,,,,,
394,11/27/17,2:40 PM,2:45 PM,Gin Atlas XS,Mussel Rock,Tomcat,,,Tomcat,,0,,,,5,153.67,,,,,,,
395,11/27/17,3:01 PM,3:51 PM,Gin Atlas XS,Mussel Rock,Tomcat,,,Tomcat,,0,,,,50,154.50,,,,,,,
396,11/27/17,3:57 PM,4:09 PM,Gin Atlas XS,Mussel Rock,Tomcat,,,Lemmings,,0,,,,12,154.70,,,,,,,
397,11/27/17,4:09 PM,4:37 PM,Gin Atlas XS,Mussel Rock,Lemmings,,,Fence,,0,,,,28,155.17,,,,,,,
398,11/27/17,4:37 PM,4:41 PM,Gin Atlas XS,Mussel Rock,Fence,,,Fence,,0,,,,4,155.23,,,,,,,
399,11/27/17,4:41 PM,4:44 PM,Gin Atlas XS,Mussel Rock,Fence,,,Fence,,0,,,,3,155.28,,,,,,,
400,11/27/17,4:44 PM,4:47 PM,Gin Atlas XS,Mussel Rock,Fence,,,Fence,,0,,,,3,155.33,,,,,,,
401,11/27/17,4:47 PM,4:50 PM,Gin Atlas XS,Mussel Rock,Fence,,,Fence,,0,,,,3,155.38,,,,,,,
402,11/28/17,2:47 PM,2:50 PM,Gin Atlas XS,Mussel Rock,Fence,,,Lemmings,,0,,,,3,155.43,,,,,,,
403,11/28/17,2:53 PM,3:24 PM,Gin Atlas XS,Mussel Rock,Lemmings,,,Fence,,0,,,,31,155.95,,,,,,,
404,1/6/18,1:00 PM,1:37 PM,Gin Atlas XS,Mussel Rock,Green Monster,377,,Gravel Pit,,377,,,,37,156.57,515,138,1.44,,,,
405,1/19/18,3:46 PM,4:14 PM,Gin Atlas XS,Mussel Rock,Fence,,,Saddle,,0,,,,28,157.03,,,,,,,
406,1/19/18,4:37 PM,4:57 PM,Gin Atlas XS,Mussel Rock,Lemmings,,,Lemmings,,0,,,,20,157.37,,,,"After failed high wind inflation at Lemmings, brought it up at the top of the saddle then kited to the edge. Good spot landing at Lemmings. ",,,
407,1/19/18,4:58 PM,5:09 PM,Gin Atlas XS,Mussel Rock,Lemmings,,,Gravel Pit,,0,16-20,WNW,,11,157.55,,,,"Touch and go at Lemmings. High wind, hard to penetrate. Hovered over gravel pit for a while. Landed vertically at trim. ",,,
